review_score,orders,revenue,avg_order_value,avg_delivery_days,late_rate,pct_of_orders,pct_of_revenue
1.0,10798,1793533.89,166.0987117984812,21.23488540910505,0.36637975733692835,0.11029396743682458,0.13335954903758016
2.0,3119,450302.97000000003,144.37414876563003,16.68505516549649,0.1905717151454363,0.03185838900124614,0.03348261292652964
3.0,8116,1035090.61,127.53703918186298,14.192047165077772,0.08855995985950828,0.08289922575636861,0.07696493371677172
4.0,19004,2521054.31,132.65914070721954,12.232943418197216,0.03472185465516329,0.19411247982676555,0.18745487205755995
5.0,56865,7648878.11,134.5094189747648,10.605333239272676,0.018800373891113033,0.5808359379787951,0.5687380322615585
