seller_id,seller_state,orders,units,late_rate,avg_delivery_days,avg_review_score,revenue,company_late_rate,late_vs_company_multiple,score_vs_company
4869f7a5dfa277a7dca6462dcf3b52b2,SP,1124,1148,0.10540069686411149,14.936411149825783,4.128919860627177,226987.93,0.0660677879714577,1.5953416952546713,0.06113913995073528
7d13fca15225358621be4086e1eb0964,SP,558,571,0.11208406304728546,15.612959719789842,4.007005253940456,112436.18000000001,0.0660677879714577,1.6965009195662417,-0.06077546673598633
f7ba60f8c3f99e7ee4042fdef03b70c4,SP,218,229,0.13100436681222707,13.043668122270743,4.218340611353712,68070.0,0.0660677879714577,1.98287805350503,0.15055989067727005
8160255418d5aaa7dbdc9f4c64ebda44,SP,380,424,0.1509433962264151,16.691037735849058,3.8514150943396226,46368.39,0.0660677879714577,2.2846745874347265,-0.21636562633681944
b33e7c55446eabf8fe1a42d037ac7d6d,SP,149,152,0.11842105263157894,16.32894736842105,4.190789473684211,44215.17,0.0660677879714577,1.792417398365731,0.12300875300776859
712e6ed8aa4aa1fa65dab41fed5737e4,SC,77,85,0.2,23.68235294117647,3.4352941176470586,39385.0,0.0660677879714577,3.0271938283510127,-0.6324866030293834
2eb70248d66e0e3ef83659f71b244378,SP,187,197,0.116751269035533,17.883248730964468,2.7766497461928936,38990.72,0.0660677879714577,1.7671436053825709,-1.2911309744835484
06a2c3af7b3aee5d69171b0e14f0ee87,MA,389,402,0.19402985074626866,17.65174129353234,3.9800995024875623,36097.979999999996,0.0660677879714577,2.9368298334748633,-0.08768121818887975
c3867b4666c7d76867627c2f7fb22e21,SP,228,241,0.1037344398340249,15.136929460580912,3.991701244813278,34666.9,0.0660677879714577,1.5701212802650482,-0.07607947586316399
88460e8ebdecbfecb5f9601833981930,PR,246,300,0.16333333333333333,18.233333333333334,3.37,31320.4,0.0660677879714577,2.472208293153327,-0.6977807206764419
855668e0971d4dfd7bef1b6a4133b41b,SP,300,311,0.12540192926045016,16.05466237942122,3.810289389067524,30849.22,0.0660677879714577,1.898079731602725,-0.257491331608918
900ba814c251a692506d7834c1218441,SP,86,86,0.13953488372093023,12.372093023255815,4.22093023255814,28833.03,0.0660677879714577,2.111995694198381,0.1531495118816979
59b22a78efb79a4797979612b885db36,MG,125,133,0.11278195488721804,12.436090225563909,3.9473684210526314,27184.5,0.0660677879714577,1.7070641889197438,-0.12041229962381061
7e1fb0a3ebfb01ffb3a7dae98bf3238d,SP,155,169,0.1242603550295858,15.550295857988166,4.124260355029586,26169.53,0.0660677879714577,1.8808008992713392,0.05647963435314374
a416b6a846a11724393025641d4edd5e,SP,157,176,0.10795454545454546,12.602272727272727,4.215909090909091,24930.24,0.0660677879714577,1.6339966687121943,0.1481283702326488
7ad32824caee82087b3e2e5f33b1bf32,SP,147,180,0.11666666666666667,11.4,3.7444444444444445,22018.1,0.0660677879714577,1.7658630665380908,-0.32333627623199757
897060da8b9a21f655304d50fd935913,SP,303,412,0.10922330097087378,14.669902912621358,3.4490291262135924,21669.51,0.0660677879714577,1.6532005130557714,-0.6187515944628497
8444e55c1f13cd5c179851e5ca5ebd00,MG,92,102,0.10784313725490197,21.205882352941178,3.156862745098039,21480.96,0.0660677879714577,1.632310397640252,-0.9109179755784029
8f2ce03f928b567e3d56181ae20ae952,SP,151,172,0.12209302325581395,14.296511627906977,4.098837209302325,21213.2,0.0660677879714577,1.8479962324235832,0.031056488625883283
cd68562d3f44870c08922d380acae552,SP,122,129,0.17829457364341086,16.697674418604652,3.891472868217054,18119.7,0.0660677879714577,2.6986611648090424,-0.17630785245938796
7aa4334be125fcdd2ba64b3180029f14,SP,214,237,0.11814345991561181,15.89873417721519,4.075949367088608,16012.949999999999,0.0660677879714577,1.7882157635828766,0.00816864641216597
8e6d7754bc7e0f22c96d255ebda59eba,SP,84,129,0.10077519379844961,14.023255813953488,2.9844961240310077,14107.380000000001,0.0660677879714577,1.5253302235877195,-1.0832845966454343
2e90cb1677d35cfe24eef47d441b7c87,SP,127,137,0.11678832116788321,12.05109489051095,4.036496350364963,13894.710000000001,0.0660677879714577,1.7677044253144598,-0.03128437031147868
6039e27294dc75811c0d8a39069f52c0,SP,63,74,0.21621621621621623,17.87837837837838,3.864864864864865,13500.8,0.0660677879714577,3.2726419765956893,-0.20291585581157712
a673821011d0cec28146ea42f5ab767f,SP,125,141,0.10638297872340426,12.5177304964539,3.8226950354609928,13366.0,0.0660677879714577,1.6102094831654323,-0.24508568521544927
