one_star_orders,late_orders,median_delivery_days,one_star_share_of_late,late_share_of_one_star,slow_share_of_one_star,avg_delivery_days_one_star,avg_delivery_days_overall
9643,6531,10.0,0.5409585055887307,0.36637975733692835,0.6928341802343669,21.23488540910505,12.476735966735967
