on_time_orders,on_time_score,late_orders,late_score,over_a_week_late,over_a_week_score,drop_when_over_a_week,pct_of_late_rated_one_star,pct_of_one_star_that_was_late,pct_of_one_star_slower_than_median
89669,4.281,6531,2.258,2860,1.694,2.59,54.1,36.6,69.3
